accomodation_id,accomodation_type,status,date_requested,approved_by,notes
bdb57e12-b1d4-4df3-8792-560ecc83f7c6,Extended Time,Approved,2024-09-02,969625ea-f7c3-4125-860e-4600bc5c8827,Possible sure training spend. Represent for blood capital tree.
c4c01c11-4cc1-44e6-be34-269165a73780,Audio/Visual Aids,Approved,2021-10-06,7d2c58e6-6ecb-4620-9f82-25cfe8a399d4,By let everybody thought sing message reduce. Goal go difficult month.
c4c01c11-4cc1-44e6-be34-269165a73780,Interpreter Services,Approved,2024-01-12,9870751f-0a63-4e6a-bb86-2f73ab03098f,Teach friend hundred anyone. Record or want per different account how.
a7db7ce0-a5c3-48f9-8365-34be5f5750a2,Reduced Distraction Testing Environment,Approved,2023-12-27,c6384b30-181f-44d3-a0ee-ff7fe97c8bf6,Mother sometimes scene everybody approach.
36aeadc3-f226-4ece-88d1-cc04ad7081d6,Accessible Seating,Denied,2020-08-26,0a94aea3-fa45-48c7-bbe9-51f5e523808a,Sense question huge dark save near range. Dark audience stop least place area officer. Community three before scientist culture example.
36aeadc3-f226-4ece-88d1-cc04ad7081d6,Flexibility with Attendance,Pending,2020-03-21,ad312e28-e28d-4e20-a767-8e5fb0a0fe20,Real everyone front. Single stuff nor person if.
2f62917c-5ad4-4af9-9861-3dca1fc4e776,Interpreter Services,Approved,2022-09-21,d8bb0869-d52c-44dd-8b37-7bc63cfa6a4e,Often environmental place morning government home for. Hospital book six. Middle moment nothing less fund family show speak.
e5dc7b80-1903-4808-a395-9edfcd174011,Flexibility with Attendance,Approved,2024-03-01,0a94aea3-fa45-48c7-bbe9-51f5e523808a,Fall program condition I name your. Thought make space east recent picture. Order suggest research animal.
e5dc7b80-1903-4808-a395-9edfcd174011,Reduced Distraction Testing Environment,Approved,2023-02-15,92f2ad44-fce7-4a77-9810-e2167621b182,Hundred system have meet computer generation. Imagine technology wear wide.
3d7116f8-8e33-47f0-97a8-73dbcbabf965,Accessible Seating,Approved,2024-04-21,632ffafc-e04c-4477-9899-ba17811306b0,Person little federal security. Pressure voice professor shoulder Mrs camera.
f049285c-56b5-4995-91db-7db5f12bf6a6,Audio/Visual Aids,Approved,2022-11-02,21fd13dc-7d84-434d-af44-a6efd317b42c,Myself pattern experience late lot smile. Movie simply personal scene series evening. Pay nature deal section plant break guy.
f049285c-56b5-4995-91db-7db5f12bf6a6,Modified Assignments,Approved,2020-12-29,e6c1a5cb-6d3f-4623-b5f3-aae94e734389,Fight word dark shoulder. Analysis age campaign of according speak glass. Community attorney east its site value politics.
4f7b9345-3008-4326-a666-98473face56a,Use of Assistive Technology,Approved,2022-10-18,f0e9be9c-3a5d-4b9d-b74c-ebb94ae3711b,Reflect window month can open ten attorney often. Might less speak environmental. Heart establish job themselves because attorney hope hold.
79a4acc6-58eb-492b-91da-709e766f04f1,Audio/Visual Aids,Approved,2024-04-22,34e817e1-fb05-44b0-9a2e-4b73244de687,Bar south exactly possible. Simple born financial since film a food.
d2da95a3-d8b7-4160-a0b8-299fd3846048,Use of Assistive Technology,Approved,2023-03-26,ff3931f8-398f-45f2-9140-36925088a8fa,Effort fine someone test view. Per itself inside TV. Almost sit although give child trade. Economy never common behavior.
d2da95a3-d8b7-4160-a0b8-299fd3846048,Alternative Format Materials,Approved,2020-05-18,3b0f0b79-c4ed-45d4-bced-6f8a4a444a7c,How matter product role former discussion particularly two. How wind process site growth nature peace you.
bf514038-01ac-443c-97d7-b832b6e1c026,Modified Assignments,Approved,2025-02-09,7ad4f1fa-e798-4aad-af67-9ae3ac84be49,Medical imagine building these. Above make produce theory bad career ever.
94aed0e0-aed5-4d74-8e11-9c955a65e7f3,Use of Assistive Technology,Approved,2023-04-15,d0fbae41-9d6c-4396-9525-10b3447efac2,Myself improve receive security yourself half. Hot night along all know individual.
21ead0af-b59d-4adf-88c6-429290a2edc3,Accessible Seating,Approved,2024-12-09,bbc84690-4e2b-4488-a431-738d25a479a3,Prevent million western turn thought care. System about there kitchen fall majority leg yard. Staff huge catch practice parent. Worry sit exactly.
21ead0af-b59d-4adf-88c6-429290a2edc3,Flexibility with Attendance,Denied,2022-11-02,68d965b2-1d9f-4a36-9f8c-b451c03696ea,Spring clear see happen available. Get attack candidate successful kitchen item. Ten dog improve hit.
402526bc-599e-42ab-8ae3-3d2362b40863,Extended Time,Approved,2024-07-13,e75e9d62-9fc9-4650-96b3-9b465edd4202,High agency develop chance. Hope stuff sister material lay. Enough explain reveal collection bit blue interview.
402526bc-599e-42ab-8ae3-3d2362b40863,Flexibility with Attendance,Approved,2022-09-06,8d18f2c8-f849-4839-bf34-e853caae668c,Against sense their fine together. Civil return surface within skill.
06feb43f-b539-482c-8db5-3a38786b1c01,Accessible Seating,Approved,2020-12-30,7aa224a1-4114-43bc-bca9-a4f4c052f094,Image human check role charge yourself same. Group from technology section establish. Sure fund at pattern modern turn.
b6fc4f22-9cb9-490a-978a-e4eae2f7f4fe,Flexibility with Attendance,Approved,2022-02-26,b20594fc-c47f-465f-8609-151a098650ca,Personal blue short. Drop buy raise. Reduce effort responsibility whose.
1e940463-513a-4b31-a415-6e4db2328e12,Audio/Visual Aids,Pending,2021-03-22,5ef74936-b84d-4376-a775-d6ee253588cf,Turn around return onto force. Option stuff manager. Determine center them magazine above can president.
1e940463-513a-4b31-a415-6e4db2328e12,Accessible Seating,Approved,2021-04-22,95b61637-6250-4be4-a5fa-a93475b182b8,Maintain treatment first life hour fill kind. Security stage your. Yourself home case early clear wide.
227d8f33-9a22-46c1-afbb-d407f1667374,Reduced Distraction Testing Environment,Approved,2023-01-31,ac3034d5-1318-422a-9b8a-554bd44986bc,Factor large prevent TV field item. Player purpose its church question. Social business think. Practice realize research realize main finally.
227d8f33-9a22-46c1-afbb-d407f1667374,Note-Taking Assistance,Approved,2023-09-07,ecfadd08-2fca-43e1-b276-e656a9240379,Start church feeling. Every my specific buy. Daughter important peace unit.
7b8aeeae-5103-49b3-a303-91961453abba,Interpreter Services,Approved,2021-03-03,c4c2b11b-38b9-4036-8779-3e800acfd5f6,Whom section truth factor. Family remember behavior. Drive take explain according. Staff southern one letter pretty pressure Mr.
7b8aeeae-5103-49b3-a303-91961453abba,Modified Assignments,Approved,2022-05-04,248eb901-052d-4d71-9ce0-0ea64f009d4e,Character live officer expert. These recognize answer gun offer number.
b7422765-79fa-455e-80d7-c91dd428658c,Note-Taking Assistance,Approved,2023-08-21,07de5d2e-7522-49f7-bb85-b6a184919051,Plan however table prevent happen million quickly. I character positive product.
12edcad9-00eb-4d1a-beb4-9214fafd9431,Accessible Seating,Approved,2022-02-11,7d2c58e6-6ecb-4620-9f82-25cfe8a399d4,College energy yourself training outside alone. Enjoy finally lay third bed.
12edcad9-00eb-4d1a-beb4-9214fafd9431,Alternative Format Materials,Approved,2021-03-22,e5542a10-d352-4848-adf8-efa3294f161b,Avoid make stop. Civil civil rise cost director wrong.
53641c03-9e31-4a3b-a05b-f17a73bfba16,Note-Taking Assistance,Approved,2023-10-14,7a912d3b-3ce0-406a-ac5c-45a334ecb486,Herself between least whom smile knowledge. Unit attention officer eight stage worker price budget.
53641c03-9e31-4a3b-a05b-f17a73bfba16,Interpreter Services,Approved,2022-12-18,632ffafc-e04c-4477-9899-ba17811306b0,Yeah assume pull. Century energy herself until market southern. Receive hundred increase skin painting manager.
31116593-d0a1-4f23-9d12-7d60e2810c55,Audio/Visual Aids,Approved,2023-05-09,d53aeaa2-d03d-45eb-bddf-fd8368cdf589,Source defense able prepare beyond father. Sort know need late out have. Near environment result radio.
49cbc9c8-4ecb-48e2-b6ab-d168fe05085b,Extended Time,Approved,2024-07-23,c2e1d9e2-e0e2-4e5e-8be1-5c3c5d69609c,None pass even light conference.
49cbc9c8-4ecb-48e2-b6ab-d168fe05085b,Alternative Format Materials,Approved,2024-07-21,76a3bbab-81bd-433f-bcae-0a4b5a4353bd,Process throw director raise five country lose. Name through bar I interview every between wrong. Great smile have more. Similar future grow both sing.
b87557ef-f8bb-4bff-bce5-3722823ac958,Modified Assignments,Approved,2021-03-19,b7c693c0-021d-4193-b969-40ddfe93a3a9,Past matter four check accept week score high. Rise top up side program although. Than research seek drop away. Effect including cost free candidate how image.
b87557ef-f8bb-4bff-bce5-3722823ac958,Extended Time,Approved,2020-01-30,b20594fc-c47f-465f-8609-151a098650ca,Land ability others two debate later card. Compare table article consumer provide. And same upon campaign school dog security. Blood nor myself happy name citizen.
16a3d6b7-3501-4b2f-b572-2db912ee8e53,Reduced Distraction Testing Environment,Approved,2020-10-08,c2e1d9e2-e0e2-4e5e-8be1-5c3c5d69609c,Your clearly kid during trade protect a against. Probably shake represent statement local between. However especially international recent fly guess.
16a3d6b7-3501-4b2f-b572-2db912ee8e53,Audio/Visual Aids,Approved,2024-03-18,ab659d47-ed20-4f77-a1ed-bddda7539fc5,Much four check until.
aa8f759f-f731-4aba-aa2a-5a5dba021e51,Note-Taking Assistance,Approved,2025-01-03,34d8980c-9f64-4f92-b6ca-e93093937bb9,Line present strategy letter moment. Business teacher pattern.
aa8f759f-f731-4aba-aa2a-5a5dba021e51,Interpreter Services,Denied,2023-06-18,eeac4db2-b381-4a09-9161-b9febd82df78,Pm former bag kind early road. Allow responsibility oil score serious window. Stock month article anything.
3b0e54be-8152-452d-89d4-b23fed5311df,Note-Taking Assistance,Denied,2024-08-11,b919d3da-1fc2-44e4-85be-497021d7dd21,Near four hour fund risk. Sure mind full clear either attack.
3b0e54be-8152-452d-89d4-b23fed5311df,Audio/Visual Aids,Pending,2022-02-10,0a94aea3-fa45-48c7-bbe9-51f5e523808a,Energy song likely plan. Around common now artist. Next stop benefit often computer road just.
4d0d73a2-ce67-4641-84df-4e6184e5e68a,Flexibility with Attendance,Approved,2022-03-25,6de0a7e3-43d5-4596-8bf4-7475960ce2e3,Standard agent law hope recent. Party maybe part author network bit. Church ball bring necessary.
09b73aca-f137-4e8f-bcf4-5fe0b4e10c08,Extended Time,Approved,2024-05-07,b92f3dac-b879-40ba-92db-1bcc6cc19a56,Relationship sense create drug tough door. Threat kid here culture yard could yeah. Say garden bag top concern with.
14bf5e58-337b-4f49-a049-61f9bd5f0edf,Audio/Visual Aids,Approved,2023-01-18,24e3606b-ee1e-468a-8772-7f5635caf0b0,Guy citizen entire Mr approach class able. General and maintain because. Power your believe.
14bf5e58-337b-4f49-a049-61f9bd5f0edf,Modified Assignments,Approved,2023-01-21,5b012381-3385-426a-b280-4295330b9886,Listen perhaps billion brother. Other number daughter program now body.
e52f7205-4e6e-4fc3-a0b3-b131f38ea44b,Audio/Visual Aids,Approved,2024-02-22,9f0ad4d2-6581-4ce2-b704-9c74e721caf1,He significant pay continue each. Finally save method. Raise draw close exist act.
e52f7205-4e6e-4fc3-a0b3-b131f38ea44b,Alternative Format Materials,Approved,2021-08-27,5ef74936-b84d-4376-a775-d6ee253588cf,Save mind affect either catch our majority life. Artist push program member.
fd52f163-3cc2-4a3b-a28f-59ad355fbe2f,Audio/Visual Aids,Approved,2024-12-12,20d79518-4225-4fc8-807c-c132da64d959,Not station magazine decade school officer. Deal lawyer voice nature take political. Attorney recently bed.
fd52f163-3cc2-4a3b-a28f-59ad355fbe2f,Modified Assignments,Pending,2024-05-20,19787194-e206-4c7a-8fc0-07872850ae39,Believe assume mission. Color draw my recognize explain edge. Public magazine peace good possible voice particular treatment.
a3461a66-c5b9-4cdc-b956-0c2916522cda,Reduced Distraction Testing Environment,Approved,2022-12-15,5dc860ea-3b1f-410a-9a3a-4e5113a7d6d1,Born idea modern able. Economic hospital reach job.
a3461a66-c5b9-4cdc-b956-0c2916522cda,Use of Assistive Technology,Approved,2022-08-10,5cbc39b8-0770-499b-8708-0653b8e6ee6a,High such style daughter method eye.
03344065-47f2-441d-b56a-40b000831d65,Extended Time,Approved,2024-10-02,15281859-2b7b-4e7b-b3cb-64b1973268c8,Piece subject they artist experience along available if. Production above great across firm me.
30ebf185-240c-4d86-9099-fbf76c60bca6,Accessible Seating,Approved,2021-08-05,4963bc67-8892-4612-bbcd-e898501404c1,Employee deep say standard into old. These determine attention put garden.
a505d59a-a122-4625-bd1a-3fee4f7da3ad,Alternative Format Materials,Approved,2020-11-18,eeac4db2-b381-4a09-9161-b9febd82df78,Rate fact series might mention.
a505d59a-a122-4625-bd1a-3fee4f7da3ad,Flexibility with Attendance,Approved,2022-06-05,d8bb0869-d52c-44dd-8b37-7bc63cfa6a4e,Include nature read eat data stop later. Cost despite sign strong short gun.
3bcfb28b-b42d-4213-8438-b2d5569befb8,Note-Taking Assistance,Pending,2020-10-24,c947d294-8c00-4eb4-b9b1-199a420808b8,Of which city experience court camera. Style authority they house.
3bcfb28b-b42d-4213-8438-b2d5569befb8,Reduced Distraction Testing Environment,Pending,2021-06-24,90ee1be7-870b-4e44-bf96-b546e41983c2,Wonder everybody whatever safe sister. Catch area across case town center.
7bb7b520-5c65-4bbc-9683-30dca35f9109,Interpreter Services,Approved,2023-11-17,ab129b70-f26c-452a-822d-f14331fdc54b,Tax foreign long run none. Back politics usually real size. Art kind past him mention alone.
7bb7b520-5c65-4bbc-9683-30dca35f9109,Reduced Distraction Testing Environment,Approved,2020-05-30,1b539a0e-3904-48eb-a887-eea598d491a1,Road defense respond relate plant example model. Sing any note her final high interview.
93eef7c5-7096-4458-966e-c5de7b287a78,Alternative Format Materials,Approved,2021-11-05,30be4c5e-1e15-40c5-a019-f5ac2b602efb,Its position information. Too item agreement put treat well situation half. Understand certainly audience likely inside scientist.
1f8e8d03-620c-4e1c-b2ef-56eb656c734f,Interpreter Services,Approved,2020-04-03,e62c4162-0cc8-4a18-ae53-759083221531,Use election let available stage state mention. Seek smile age.
1f8e8d03-620c-4e1c-b2ef-56eb656c734f,Audio/Visual Aids,Approved,2020-01-11,4343ad15-4e12-4afc-b632-b9b43d94a7ae,Another consider suffer usually miss seven. Indicate bed behind myself peace thank. I recently morning force head.
906bf13f-6c26-4971-8c9e-61f30be6f574,Interpreter Services,Approved,2023-03-14,7aa224a1-4114-43bc-bca9-a4f4c052f094,Gas debate ground center decision. Wonder fact party east difficult. Cause like general quite ability.
906bf13f-6c26-4971-8c9e-61f30be6f574,Flexibility with Attendance,Approved,2023-05-14,88279525-59d1-44af-a93b-727f67f7f285,Front throughout from ball focus coach us. Own want nation girl network. Article role pull spend.
5ce67aa4-0364-4c1a-9720-e5c5a3c8d821,Use of Assistive Technology,Approved,2022-06-08,b7c693c0-021d-4193-b969-40ddfe93a3a9,Many everything year weight technology local. Drug hair want safe other central.
509c7507-a409-4e72-874e-e3ebb754e9d8,Extended Time,Pending,2020-10-16,bfe1620f-c0ee-4313-b5c7-1360e5762363,It product question itself. Be after list which. Mouth material indeed year since hour concern. People enter white generation he.
509c7507-a409-4e72-874e-e3ebb754e9d8,Use of Assistive Technology,Approved,2020-04-02,de2ce1b5-b474-47ed-b6a7-b9cc371cde45,History least share believe. Law mother land daughter feel. Imagine rest shoulder population exist through be executive. Often charge play seat likely court western believe.
2570410f-5ee7-4a33-974c-314d452684ac,Flexibility with Attendance,Approved,2020-05-27,d3199d7c-daaa-40d6-8bdc-d7259df1ef6f,Thing ability until capital. Radio own popular performance task yourself.
2570410f-5ee7-4a33-974c-314d452684ac,Interpreter Services,Approved,2023-04-17,f5ec9df3-37fb-48ec-bea2-4dd6c728c661,Alone specific fear majority environment tend month set. Family investment finish.
2b722cb1-debd-4b37-bc96-28b167544f45,Accessible Seating,Approved,2022-07-13,e6c1a5cb-6d3f-4623-b5f3-aae94e734389,Before store brother pattern. Much hot according task. Foreign stuff top all.
2b722cb1-debd-4b37-bc96-28b167544f45,Extended Time,Approved,2022-11-24,f95aff7c-2865-4b2b-91aa-ee616cdb8920,Build audience standard together find. Wrong long traditional else use a.
2d17d2a5-16bd-4364-826a-26f272ac8ff2,Audio/Visual Aids,Approved,2023-09-02,4343ad15-4e12-4afc-b632-b9b43d94a7ae,Pattern nor sense indicate scientist.
e989f60c-10b4-480c-84df-0cc79337c2ca,Extended Time,Approved,2023-07-16,a9109a93-c41f-4ba5-8cd4-8a71a87407ce,You especially gas election free five help. Make force health arm kid rest. Value view dark half though cell.
4a2a8bac-bf76-474d-b03e-96de0ed8f20f,Accessible Seating,Approved,2022-07-12,ad312e28-e28d-4e20-a767-8e5fb0a0fe20,Author world ability such still open. Stand company better stand far reach. Visit life century thousand total. Animal where top share less.
